CustomerID,City,OnlineCommunication,AutomaticRefill,DoorstepDelivery,PreferredDeliveryDay,OrderQuantity,EmailType,MailOpened,MailClicked,CustomMails,CustomMail_Open,CustomMail_No,MailClicked_Open,MailClicked_No,MonthOfRegistration,MonthOfemail,YearOfRegistration,YearOfemail,Date_of_Registration,Date_of_email,RetentionPotential
C26969,CITY3,1,0,0,Thursday,44,WelcomeEmail,yes,NotApplicable,20,0,20,0,20,8,8,2012,2012,28,28,Low
C26976,CITY2,0,0,0,Wednesday,3201,WelcomeEmail,yes,NotApplicable,39,1,38,1,38,3,3,2011,2011,8,8,Low
C26986,CITY2,0,0,0,Friday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2012,2012,14,14,Low
C26999,CITY4,0,0,0,Tuesday,200,WelcomeEmail,yes,NotApplicable,42,5,37,1,41,8,8,2010,2010,16,16,Low
C27001,CITY4,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2017,2017,16,16,Low
C27006,CITY2,1,0,0,Monday,280,WelcomeEmail,yes,NotApplicable,46,5,41,1,45,11,11,2012,2012,16,16,Low
C27007,CITY2,0,0,0,Friday,1190,WelcomeEmail,yes,NotApplicable,46,8,38,1,45,9,9,2011,2011,15,15,Low
C27013,CITY4,0,0,0,Friday,521,WelcomeEmail,yes,NotApplicable,29,10,19,3,26,4,4,2013,2013,6,6,Low
C27016,CITY4,0,0,0,Friday,117,WelcomeEmail,yes,NotApplicable,44,7,37,2,42,1,1,2015,2015,31,31,Low
C27027,CITY2,0,0,0,Monday,363,WelcomeEmail,yes,NotApplicable,47,0,47,0,47,2,2,2012,2012,6,6,Low
C27032,CITY4,1,1,0,Thursday,64,WelcomeEmail,yes,NotApplicable,46,31,15,2,44,6,6,2013,2013,2,2,Low
C27043,CITY2,1,1,0,Monday,88,WelcomeEmail,yes,NotApplicable,23,1,22,0,23,12,12,2013,2013,5,5,Low
C27049,CITY2,0,0,0,Monday,1422,WelcomeEmail,yes,NotApplicable,18,0,18,0,18,11,11,2009,2009,10,10,Low
C27052,CITY2,0,0,0,Tuesday,52,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2015,2015,22,22,Low
C27055,CITY2,1,1,0,Monday,261,WelcomeEmail,yes,NotApplicable,31,11,20,6,25,11,11,2013,2013,10,10,Low
C27059,CITY3,0,0,0,Monday,159,WelcomeEmail,yes,NotApplicable,41,17,24,0,41,5,5,2013,2013,5,5,Medium
C27106,CITY2,0,0,0,Tuesday,79,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2014,2014,14,14,Low
C27108,CITY2,1,0,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,9,3,6,2,7,12,12,2013,2013,9,9,Low
C27120,CITY4,1,0,0,Friday,117,WelcomeEmail,yes,NotApplicable,23,18,5,9,14,10,10,2013,2013,29,29,Low
C27124,CITY4,1,0,0,Friday,62,WelcomeEmail,yes,NotApplicable,16,4,12,0,16,8,8,2010,2010,26,26,Low
C27129,CITY4,1,0,0,Friday,44,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,15,15,Low
C27134,CITY4,0,0,0,Thursday,52,WelcomeEmail,yes,NotApplicable,43,5,38,0,43,3,3,2017,2017,29,29,Low
C27139,CITY3,0,0,0,Thursday,198,WelcomeEmail,yes,NotApplicable,46,1,45,1,45,9,9,2016,2016,13,13,High
C27142,CITY4,1,0,0,Monday,46,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,20,20,Low
C27149,CITY1,1,0,0,Tuesday,33,WelcomeEmail,yes,NotApplicable,1,1,0,1,0,8,8,2017,2017,3,3,Medium
C27153,CITY4,0,0,0,Wednesday,60,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2011,2011,14,14,Low
C27157,CITY4,1,1,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2017,2017,20,20,Low
C27160,CITY3,1,0,0,Wednesday,40,WelcomeEmail,yes,NotApplicable,11,5,6,1,10,9,9,2013,2013,28,28,Medium
C27163,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,7,7,Low
C27169,CITY3,1,0,0,Friday,29,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,18,18,Medium
C27170,CITY4,1,0,0,Tuesday,52,WelcomeEmail,yes,NotApplicable,33,1,32,1,32,10,10,2013,2013,11,11,Low
C27171,CITY2,1,0,0,Friday,16821,WelcomeEmail,yes,NotApplicable,48,0,48,0,48,1,1,2010,2010,15,15,Low
C27173,CITY4,1,0,0,Thursday,140,WelcomeEmail,yes,NotApplicable,46,1,45,1,45,7,7,2013,2013,25,25,Low
C27176,CITY3,1,0,0,Tuesday,55,WelcomeEmail,yes,NotApplicable,28,20,8,0,28,10,10,2013,2013,19,19,Medium
C27178,CITY2,1,0,0,Monday,80,WelcomeEmail,yes,NotApplicable,40,31,9,0,40,6,6,2013,2013,26,26,Low
C27181,CITY2,1,0,0,Monday,68,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2012,2012,15,15,Low
C27187,CITY1,1,0,0,Monday,52,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,13,13,Medium
C27188,CITY4,1,1,0,Thursday,41,WelcomeEmail,yes,NotApplicable,6,4,2,2,4,1,1,2014,2014,13,13,Low
C27190,CITY4,0,0,0,Friday,80,WelcomeEmail,yes,NotApplicable,42,12,30,1,41,4,4,2013,2013,25,25,Low
C27191,CITY3,1,0,0,Thursday,68,WelcomeEmail,yes,NotApplicable,35,10,25,5,30,9,9,2017,2017,23,23,Low
C27192,CITY3,1,0,0,Thursday,63,WelcomeEmail,yes,NotApplicable,35,16,19,8,27,10,10,2013,2013,30,30,Low
C27193,CITY3,1,0,0,Friday,32,WelcomeEmail,yes,NotApplicable,20,4,16,1,19,10,10,2017,2017,14,14,Medium
C27196,CITY2,0,0,0,Wednesday,1525,WelcomeEmail,yes,NotApplicable,34,28,6,10,24,7,7,2015,2015,2,2,Low
C27199,CITY3,1,0,0,Tuesday,52,WelcomeEmail,yes,NotApplicable,17,1,16,0,17,10,10,2013,2013,1,1,Medium
C27209,CITY4,0,0,0,Tuesday,55,WelcomeEmail,yes,NotApplicable,33,20,13,1,32,9,9,2012,2012,18,18,Low
C27210,CITY4,1,0,0,Monday,1366,WelcomeEmail,yes,NotApplicable,39,27,12,9,30,9,9,2013,2013,16,16,Low
C27220,CITY3,1,0,0,Friday,40,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2018,2018,17,17,Medium
C27229,CITY3,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,24,24,Medium
C27234,CITY4,1,0,0,Friday,50,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2011,2011,18,18,Low
C27241,CITY4,1,1,0,Friday,41,WelcomeEmail,yes,NotApplicable,24,7,17,5,19,12,12,2013,2013,16,16,Low
C27244,CITY3,1,1,1,Thursday,40,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,15,15,Low
C27254,CITY2,1,0,0,Monday,36,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,22,22,Low
C27267,CITY2,0,0,0,Thursday,104,WelcomeEmail,yes,NotApplicable,42,10,32,2,40,5,5,2013,2013,10,10,Low
C27272,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,16,16,Low
C27278,CITY3,1,0,0,Friday,40,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,5,5,Medium
C27281,CITY4,1,0,0,Friday,98,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,1,1,Low
C27282,CITY2,1,0,0,Wednesday,515,WelcomeEmail,yes,NotApplicable,30,18,12,1,29,10,10,2013,2013,15,15,Low
C27289,CITY4,0,0,0,Wednesday,78,WelcomeEmail,yes,NotApplicable,16,0,16,0,16,1,1,2012,2012,28,28,Low
C27303,CITY4,0,0,0,Wednesday,53,WelcomeEmail,yes,NotApplicable,43,3,40,0,43,11,11,2011,2011,11,11,Low
C27311,CITY4,1,1,1,Wednesday,88,WelcomeEmail,yes,NotApplicable,12,8,4,4,8,1,1,2014,2014,7,7,Low
C27314,CITY3,1,1,1,Monday,1085,WelcomeEmail,yes,NotApplicable,50,32,18,10,40,9,9,2017,2017,26,26,Low
C27317,CITY2,0,0,0,Friday,55,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,2,2,2013,2013,20,20,Low
C27357,CITY3,0,0,0,Tuesday,61,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2012,2012,18,18,Medium
C27361,CITY2,1,0,0,Wednesday,156,WelcomeEmail,yes,NotApplicable,13,1,12,0,13,3,3,2013,2013,13,13,Low
C27368,CITY2,1,0,0,Thursday,234,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,7,7,2017,2017,11,11,Low
C27369,CITY4,0,0,0,Monday,140,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,7,7,2011,2011,25,25,Low
C27374,CITY3,1,0,0,Friday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,20,20,Medium
C27376,CITY3,1,0,0,Monday,40,WelcomeEmail,yes,NotApplicable,34,1,33,0,34,10,10,2013,2013,28,28,Medium
C27382,CITY3,1,0,1,Saturday,40,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,2,2,Medium
C27404,CITY4,0,0,0,Friday,37,WelcomeEmail,yes,NotApplicable,45,3,42,0,45,11,11,2011,2011,30,30,Low
C27411,CITY4,1,0,0,Monday,36,WelcomeEmail,yes,NotApplicable,26,3,23,1,25,12,12,2017,2017,15,15,Low
C27412,CITY3,1,0,0,Thursday,27,WelcomeEmail,yes,NotApplicable,38,3,35,0,38,11,11,2017,2017,7,7,Low
C27413,CITY4,0,0,0,Wednesday,51,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,9,9,2011,2011,7,7,Low
C27417,CITY2,1,0,0,Monday,624,WelcomeEmail,yes,NotApplicable,42,9,33,0,42,11,11,2011,2011,11,11,Low
C27419,CITY2,0,0,0,Tuesday,418,WelcomeEmail,yes,NotApplicable,47,0,47,0,47,12,12,2016,2016,12,12,Low
C27424,CITY3,1,0,0,Tuesday,70,WelcomeEmail,yes,NotApplicable,34,2,32,1,33,10,10,2013,2013,18,18,Medium
C27430,CITY2,0,0,0,Monday,187,WelcomeEmail,yes,NotApplicable,43,11,32,2,41,8,8,2011,2011,21,21,Low
C27437,CITY4,0,0,0,Friday,26,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,9,9,2012,2012,12,12,Low
C27439,CITY3,1,0,0,Monday,48,WelcomeEmail,yes,NotApplicable,29,12,17,2,27,9,9,2013,2013,28,28,Medium
C27441,CITY3,1,0,0,Saturday,145,WelcomeEmail,yes,NotApplicable,33,6,27,2,31,9,9,2013,2013,30,30,Medium
C27442,CITY2,1,0,0,Monday,94,WelcomeEmail,yes,NotApplicable,24,5,19,0,24,12,12,2013,2013,12,12,Low
C27447,CITY3,0,0,0,Wednesday,94,WelcomeEmail,yes,NotApplicable,23,19,4,5,18,5,5,2013,2013,20,20,Medium
C27465,CITY4,1,0,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,22,22,Low
C27468,CITY2,0,0,0,Monday,90,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2010,2010,7,7,Low
C27477,CITY3,1,0,0,Saturday,54,WelcomeEmail,yes,NotApplicable,40,2,38,0,40,6,6,2013,2013,26,26,Medium
C27484,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,2,2,Low
C27494,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2018,2018,15,15,Low
C27499,CITY4,1,1,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,5,5,Low
C27502,CITY3,0,0,0,Monday,1835,WelcomeEmail,yes,NotApplicable,36,36,0,6,30,9,9,2012,2012,10,10,Medium
C27503,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,38,3,35,0,38,8,8,2013,2013,27,27,Low
C27507,CITY4,1,0,0,Thursday,94,WelcomeEmail,yes,NotApplicable,21,8,13,2,19,9,9,2013,2013,23,23,Low
C27522,CITY3,1,0,0,Saturday,121,WelcomeEmail,yes,NotApplicable,38,9,29,2,36,8,8,2013,2013,16,16,Medium
C27529,CITY3,1,0,0,Friday,126,WelcomeEmail,yes,NotApplicable,47,3,44,0,47,6,6,2013,2013,19,19,Medium
C27538,CITY3,1,0,1,Friday,328,WelcomeEmail,yes,NotApplicable,35,6,29,0,35,9,9,2013,2013,29,29,Medium
C27540,CITY3,1,0,0,Tuesday,44,WelcomeEmail,yes,NotApplicable,39,5,34,1,38,9,9,2013,2013,5,5,Medium
C27549,CITY2,0,0,0,Friday,48,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,2,2,2011,2011,24,24,Low
C27552,CITY3,1,0,0,Friday,32,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2017,2017,5,5,Medium
C27555,CITY4,1,0,0,Tuesday,40,WelcomeEmail,yes,NotApplicable,44,5,39,1,43,9,9,2013,2013,28,28,Low
C27559,CITY3,1,0,0,Tuesday,31,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,10,10,Medium
C27560,CITY3,1,1,1,Tuesday,25,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,19,19,Low
C27566,CITY4,1,0,0,Tuesday,145,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,9,9,2010,2010,20,20,Low
C27572,CITY4,1,0,0,Wednesday,58,WelcomeEmail,yes,NotApplicable,42,4,38,0,42,8,8,2013,2013,29,29,Low
C27575,CITY4,1,1,0,Monday,28,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,10,10,Low
C27582,CITY2,1,0,0,Friday,273,WelcomeEmail,yes,NotApplicable,40,18,22,5,35,4,4,2011,2011,24,24,Low
C27589,CITY3,1,0,0,Tuesday,83,WelcomeEmail,yes,NotApplicable,28,11,17,2,26,12,12,2013,2013,1,1,Medium
C27594,CITY2,0,0,0,Monday,4624,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,7,7,2014,2014,15,15,Low
C27605,CITY2,1,0,0,Thursday,236,WelcomeEmail,yes,NotApplicable,2,2,0,0,2,7,7,2017,2017,30,30,Low
C27612,CITY4,1,0,0,Friday,86,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,7,7,2013,2013,3,3,Low
C27621,CITY4,0,0,0,Friday,39,WelcomeEmail,yes,NotApplicable,41,11,30,0,41,10,10,2012,2012,13,13,Low
C27636,CITY2,1,1,0,Monday,986,WelcomeEmail,yes,NotApplicable,52,29,23,4,48,10,10,2013,2013,4,4,Low
C27637,CITY4,0,0,0,Tuesday,87,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2013,2013,1,1,Low
C27644,CITY4,1,1,0,Wednesday,102,WelcomeEmail,yes,NotApplicable,36,5,31,0,36,9,9,2017,2017,21,21,Low
C27646,CITY2,1,0,0,Tuesday,32,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,25,25,Low
C27647,CITY4,1,0,0,Monday,344,WelcomeEmail,yes,NotApplicable,49,1,48,0,49,7,7,2012,2012,26,26,Low
C27652,CITY3,0,0,0,Monday,158,WelcomeEmail,yes,NotApplicable,48,5,43,0,48,11,11,2012,2012,19,19,Medium
C27654,CITY3,0,0,0,Thursday,113,WelcomeEmail,yes,NotApplicable,42,8,34,0,42,8,8,2016,2016,29,29,High
C27655,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,37,8,29,2,35,10,10,2013,2013,21,21,Low
C27661,CITY3,1,0,0,Wednesday,81,WelcomeEmail,yes,NotApplicable,30,7,23,4,26,11,11,2013,2013,15,15,Medium
C27662,CITY2,1,0,0,Monday,1247,WelcomeEmail,yes,NotApplicable,46,4,42,0,46,10,10,2008,2008,6,6,Low
C27663,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,17,17,Low
C27665,CITY2,0,1,0,Monday,54,WelcomeEmail,yes,NotApplicable,33,23,10,3,30,10,10,2012,2012,18,18,Low
C27667,CITY3,1,0,0,Monday,20,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,7,7,Medium
C27668,CITY3,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,21,3,18,0,21,6,6,2013,2013,24,24,Medium
C27675,CITY4,0,0,0,Thursday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2012,2012,20,20,Low
C27683,CITY2,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2017,2017,19,19,Low
C27688,CITY3,1,0,0,Friday,40,WelcomeEmail,yes,NotApplicable,18,2,16,1,17,10,10,2013,2013,1,1,Medium
C27690,CITY4,1,1,0,Monday,62,WelcomeEmail,yes,NotApplicable,31,1,30,1,30,10,10,2013,2013,1,1,Low
C27694,CITY2,1,0,0,Monday,36,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,9,9,Low
C27697,CITY4,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,4,4,Low
C27698,CITY2,1,1,0,Monday,492,WelcomeEmail,yes,NotApplicable,34,29,5,11,23,12,12,2013,2013,2,2,Low
C27708,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,17,17,Low
C27713,CITY4,1,0,0,Friday,49,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,7,7,Low
C27735,CITY4,1,0,0,Thursday,245,WelcomeEmail,yes,NotApplicable,42,6,36,0,42,6,6,2012,2012,15,15,Low
C27744,CITY3,1,1,1,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,13,13,Low
C27745,CITY4,0,0,0,Friday,65,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,6,6,2011,2011,22,22,Low
C27749,CITY4,0,1,0,Tuesday,8153,WelcomeEmail,yes,NotApplicable,61,17,44,4,57,9,9,2011,2011,2,2,Low
C27754,CITY2,0,0,0,Tuesday,137,WelcomeEmail,yes,NotApplicable,44,3,41,0,44,5,5,2012,2012,17,17,Low
C27758,CITY4,1,0,0,Tuesday,234,WelcomeEmail,yes,NotApplicable,30,14,16,2,28,10,10,2017,2017,27,27,Low
C27761,CITY4,1,1,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2018,2018,15,15,Low
C27768,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,21,21,Low
C27769,CITY4,0,0,0,Wednesday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2011,2011,29,29,Low
C27771,CITY3,1,0,0,Thursday,129,WelcomeEmail,yes,NotApplicable,48,10,38,4,44,4,4,2013,2013,30,30,Low
C27772,CITY2,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,23,18,5,0,23,10,10,2013,2013,22,22,Low
C27777,CITY4,1,0,0,Thursday,48,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2018,2018,9,9,Low
C27778,CITY2,1,0,0,Thursday,128,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,8,8,2013,2013,26,26,Low
C27790,CITY3,1,0,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,29,5,24,2,27,10,10,2017,2017,31,31,Medium
C27794,CITY4,0,0,0,Monday,321,WelcomeEmail,yes,NotApplicable,1,1,0,0,1,4,4,2016,2016,4,4,Low
C27795,CITY3,0,0,0,Wednesday,228,WelcomeEmail,yes,NotApplicable,40,11,29,4,36,4,4,2013,2013,21,21,Medium
C27798,CITY4,1,0,0,Wednesday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2017,2017,22,22,Low
C27799,CITY4,1,1,0,Tuesday,114,WelcomeEmail,yes,NotApplicable,31,5,26,1,30,10,10,2017,2017,24,24,Low
C27804,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2017,2017,22,22,Low
C27806,CITY4,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,1,1,Low
C27807,CITY4,1,1,0,Friday,93,WelcomeEmail,yes,NotApplicable,49,2,47,0,49,10,10,2013,2013,29,29,Low
C27815,CITY2,1,0,0,Thursday,930,WelcomeEmail,yes,NotApplicable,45,15,30,0,45,7,7,2012,2012,22,22,Low
C27817,CITY1,1,0,0,Saturday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,2,2,Medium
C27822,CITY4,1,1,0,Tuesday,732,WelcomeEmail,yes,NotApplicable,52,15,37,4,48,7,7,2015,2015,30,30,Low
C27825,CITY2,1,0,0,Friday,123,WelcomeEmail,yes,NotApplicable,37,23,14,1,36,2,2,2012,2012,3,3,Low
C27827,CITY3,1,0,0,Friday,55,WelcomeEmail,yes,NotApplicable,36,2,34,2,34,11,11,2013,2013,8,8,Medium
C27843,CITY3,1,0,0,Monday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,29,29,Medium
C27845,CITY2,0,0,0,Monday,463,WelcomeEmail,yes,NotApplicable,36,34,2,16,20,6,6,2012,2012,5,5,Low
C27850,CITY2,0,0,0,Friday,1,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,7,7,2008,2008,26,26,Low
C27859,CITY3,1,0,0,Wednesday,39,WelcomeEmail,yes,NotApplicable,29,0,29,0,29,11,11,2013,2013,3,3,Medium
C27878,CITY3,1,0,0,Tuesday,31,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,21,21,Medium
C27888,CITY4,0,0,0,Tuesday,117,WelcomeEmail,yes,NotApplicable,44,4,40,0,44,6,6,2012,2012,23,23,Low
C27890,CITY4,0,0,0,Wednesday,165,WelcomeEmail,yes,NotApplicable,44,1,43,0,44,3,3,2011,2011,17,17,Low
C27891,CITY4,0,0,0,Monday,153,WelcomeEmail,yes,NotApplicable,45,1,44,0,45,6,6,2012,2012,3,3,Low
C27900,CITY3,1,0,0,Monday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,23,23,Medium
C27902,CITY3,1,0,1,Monday,1105,WelcomeEmail,yes,NotApplicable,52,6,46,1,51,8,8,2013,2013,16,16,Medium
C27906,CITY3,1,0,0,Tuesday,45,WelcomeEmail,yes,NotApplicable,10,10,0,2,8,11,11,2013,2013,14,14,Medium
C27908,CITY2,1,0,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,3,3,Low
C27911,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,23,17,6,2,21,10,10,2013,2013,18,18,Low
C27914,CITY3,1,0,0,Saturday,128,WelcomeEmail,yes,NotApplicable,38,6,32,4,34,11,11,2013,2013,2,2,Medium
C27923,CITY4,0,0,0,Thursday,186,WelcomeEmail,yes,NotApplicable,44,2,42,0,44,6,6,2012,2012,27,27,Low
C27930,CITY2,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,22,18,4,0,22,9,9,2013,2013,15,15,Low
C27937,CITY2,0,0,0,Thursday,122,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,6,6,2012,2012,28,28,Low
C27941,CITY4,0,0,0,Tuesday,94,WelcomeEmail,yes,NotApplicable,45,7,38,0,45,11,11,2011,2011,6,6,Low
C27943,CITY3,1,0,0,Wednesday,76,WelcomeEmail,yes,NotApplicable,25,3,22,1,24,11,11,2017,2017,10,10,Medium
C27944,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,9,9,Low
C27951,CITY3,1,1,1,Thursday,187,WelcomeEmail,yes,NotApplicable,24,7,17,5,19,12,12,2017,2017,4,4,Low
C27954,CITY3,1,0,0,Tuesday,149,WelcomeEmail,yes,NotApplicable,50,16,34,5,45,1,1,2013,2013,6,6,Medium
C27960,CITY2,0,0,0,Thursday,145,WelcomeEmail,yes,NotApplicable,37,24,13,3,34,10,10,2010,2010,6,6,Low
C27973,CITY4,1,1,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,8,8,Low
C27979,CITY2,0,0,0,Monday,1710,WelcomeEmail,yes,NotApplicable,53,23,30,0,53,10,10,2010,2010,3,3,Low
C27983,CITY3,0,0,0,Wednesday,125,WelcomeEmail,yes,NotApplicable,44,4,40,0,44,1,1,2013,2013,30,30,Medium
C27986,CITY4,1,1,1,Thursday,3697,WelcomeEmail,yes,NotApplicable,50,39,11,4,46,7,7,2013,2013,29,29,Low
C27989,CITY2,0,0,0,Monday,144,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,3,3,2010,2010,29,29,Low
C27993,CITY4,0,0,0,Tuesday,313,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,4,4,2017,2017,29,29,Low
C27999,CITY2,0,0,0,Tuesday,5473,WelcomeEmail,yes,NotApplicable,53,6,47,5,48,11,11,2013,2013,3,3,Low
C28000,CITY3,0,0,0,Wednesday,243,WelcomeEmail,yes,NotApplicable,45,2,43,0,45,5,5,2013,2013,1,1,Medium
C28008,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,6,6,Low
C28011,CITY2,1,0,0,Friday,95,WelcomeEmail,yes,NotApplicable,45,2,43,0,45,5,5,2017,2017,23,23,Low
C28015,CITY4,1,0,0,Tuesday,3797,WelcomeEmail,yes,NotApplicable,5,3,2,0,5,11,11,2011,2011,1,1,Low
C28017,CITY2,0,1,0,Wednesday,864,WelcomeEmail,yes,NotApplicable,194,187,7,57,137,9,9,2013,2013,10,10,Low
C28018,CITY4,0,0,0,Monday,93,WelcomeEmail,yes,NotApplicable,43,9,34,1,42,10,10,2010,2010,21,21,Low
C28019,CITY3,1,0,0,Wednesday,50,WelcomeEmail,yes,NotApplicable,36,0,36,0,36,10,10,2013,2013,11,11,Medium
C28025,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,14,14,Low
C28031,CITY4,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,12,12,Low
C28037,CITY4,0,0,0,Wednesday,160,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,5,5,2012,2012,15,15,Low
C28039,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,17,17,Low
C28056,CITY3,0,0,0,Thursday,63,WelcomeEmail,yes,NotApplicable,37,1,36,0,37,9,9,2012,2012,8,8,High
C28065,CITY3,0,0,0,Tuesday,31,WelcomeEmail,yes,NotApplicable,1,1,0,0,1,10,10,2011,2011,5,5,Medium
C28069,CITY3,1,0,0,Monday,40,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,8,8,2013,2013,28,28,Medium
